kList(3),            Time(us),                Time%,   Calls (Top 249, sorted by time)
-------------------------------------------------------------
('aten::fill_', 'aten::transpose', 'aten::as_strided'), 729.3949999999313, 0.045946063182600645%, 21
('aten::relu_', 'aten::threshold_', 'aten::t'), 704.5289999997822, 0.04437970365572494%, 27
('aten::empty', 'aten::t', 'aten::transpose'), 683.3790000009903, 0.043047422468910405%, 63
('aten::clamp', 'aten::div', 'aten::to'), 676.1789999995162, 0.0425938799371101%, 27
('aten::zero_', 'aten::transpose', 'aten::as_strided'), 674.0029999999679, 0.04245680930533363%, 51
('aten::resize_', 'aten::zero_', 'aten::transpose'), 670.3760000001785, 0.04222833725499927%, 51
('aten::resize_as_', 'aten::resize_', 'aten::resize_as_'), 665.8539999997447, 0.041943487348252345%, 72
('aten::view', 'aten::expand_as', 'aten::expand'), 639.8630000004978, 0.040306261800854185%, 27
('aten::clamp_', 'aten::clamp', 'aten::div'), 636.032999999532, 0.040065002370732294%, 27
('aten::empty', 'aten::as_strided_', 'aten::add'), 626.5980000001227, 0.03947067267817787%, 36
('aten::empty', 'aten::relu_', 'aten::threshold_'), 621.8290000000934, 0.03917026374293813%, 30
('aten::view', 'aten::resize_as_', 'aten::resize_'), 595.8049999996583, 0.03753095945886146%, 72
('aten::empty', 'aten::empty', 'aten::select'), 595.399999999433, 0.03750544769143872%, 105
('aten::as_strided', 'aten::reshape', 'aten::view'), 575.1450000000377, 0.036229544360958155%, 144
('aten::fill_', 'aten::view', 'aten::select'), 563.8919999997597, 0.03552069517909287%, 15
('aten::view', 'aten::t', 'aten::transpose'), 556.9150000003665, 0.03508119986750292%, 27
('aten::detach', 'aten::resize_', 'aten::select'), 552.064000000687, 0.0347756255867852%, 72
('aten::resize_', 'aten::select', 'aten::as_strided'), 549.049000000402, 0.03458570465161476%, 72
('aten::copy_', 'aten::view', 'aten::t'), 548.8570000004656, 0.034573610184106575%, 27
('aten::expand_as', 'aten::expand', 'aten::as_strided'), 534.3350000003948, 0.033658840094455494%, 27
('aten::select', 'aten::as_strided', 'aten::unsqueeze'), 505.58000000041375, 0.03184750460845006%, 72
('aten::transpose', 'aten::as_strided', 'aten::select'), 499.947000000393, 0.03149267056940597%, 72
('aten::empty', 'aten::view', 'aten::resize_as_'), 473.9610000003304, 0.029855759982047883%, 72
('aten::transpose', 'aten::as_strided', 'aten::conj'), 457.1810000001133, 0.028798753915082676%, 114
('aten::zero_', 'aten::view', 'aten::select'), 448.80599999929836, 0.02827119576182997%, 57
('aten::empty', 'aten::view', 'aten::expand_as'), 440.3200000002935, 0.027736645494660785%, 27
('aten::transpose', 'aten::as_strided', 'aten::t'), 430.0560000002006, 0.027090095418898646%, 54
('aten::unsqueeze', 'aten::as_strided', 'aten::select'), 426.9740000003758, 0.02689595401853158%, 72
('aten::log_softmax', 'aten::_log_softmax', 'aten::empty'), 426.94399999997404, 0.02689406425795749%, 3
('aten::as_strided', 'aten::t', 'aten::transpose'), 422.2969999998313, 0.02660134034894232%, 54
('aten::empty', 'aten::empty', 'aten::view'), 419.84900000092784, 0.02644713588823086%, 144
('aten::resize_', 'aten::resize_as_', 'aten::resize_'), 408.1219999999885, 0.025708428489653174%, 72
('aten::threshold_', 'aten::t', 'aten::transpose'), 387.2079999998796, 0.024391013419072755%, 27
('aten::resize_', 'aten::zero_', 'aten::view'), 386.847999999256, 0.0243683362924481%, 57
('aten::random_', 'aten::log_softmax', 'aten::_log_softmax'), 360.6479999999283, 0.022717945413221675%, 3
('aten::view', 'aten::detach', 'aten::resize_'), 359.90700000022025, 0.022671268327685175%, 72
('aten::_log_softmax', 'aten::empty', 'aten::nll_loss'), 322.1860000000597, 0.020295146405656068%, 3
('aten::empty_strided', 'aten::copy_', 'aten::view'), 317.47100000039063, 0.019998139039426828%, 27
('aten::as_strided', 'aten::unsqueeze', 'aten::as_strided'), 314.52500000050713, 0.019812564553543868%, 75
('aten::view', 'aten::select', 'aten::as_strided'), 312.70699999954377, 0.01969804506422705%, 72
('aten::reshape', 'aten::view', 'aten::view'), 310.1829999997499, 0.019539053210069258%, 72
('aten::expand', 'aten::as_strided', 'aten::to'), 278.3570000000036, 0.017534269235901723%, 36
('aten::empty', 'aten::empty', 'aten::as_strided_'), 266.0310000003956, 0.016757829618450577%, 36
('aten::view', 'aten::transpose', 'aten::as_strided'), 261.59399999969173, 0.016478334033241525%, 72
('aten::empty', 'aten::adaptive_avg_pool2d', 'aten::mean'), 255.03199999975914, 0.016064980409209065%, 3
('aten::as_strided', 'aten::view', 'aten::transpose'), 254.49699999963923, 0.016031279679414916%, 72
('aten::view', 'aten::view', 'aten::detach'), 241.4780000001292, 0.015211186593293098%, 72
('aten::select', 'aten::as_strided', 'aten::view'), 241.17399999906775, 0.015192037019665254%, 72
('aten::empty', 'aten::view', 'aten::view'), 229.57399999974132, 0.014461329607512346%, 72
('aten::empty', 'aten::nll_loss', 'aten::nll_loss_forward'), 221.31100000011793, 0.013940826560383479%, 3
('aten::copy_', 'aten::empty', 'aten::view'), 211.57699999992474, 0.013327662254310153%, 27
('aten::empty', 'aten::random_', 'aten::log_softmax'), 209.01199999994424, 0.013166087727390603%, 3
('aten::dropout', 'aten::empty_like', 'aten::empty'), 193.03000000011525, 0.01215934929104742%, 3
('aten::copy_', 'aten::dropout', 'aten::empty_like'), 192.6000000001659, 0.01213226272318475%, 3
('aten::mul', 'aten::empty', 'aten::relu_'), 185.58300000001873, 0.011690247730815591%, 3
('aten::empty_strided', 'aten::copy_', 'aten::dropout'), 182.51000000003842, 0.011496673258603362%, 3
('aten::view', 'aten::view', 'aten::view'), 159.2430000000959, 0.010031037968990696%, 72
('aten::empty', 'aten::empty', 'aten::empty'), 149.20800000068903, 0.0093989130654608%, 75
('aten::empty', 'aten::mean', 'aten::sum'), 144.8490000001184, 0.00912433085768697%, 3
('aten::copy_', 'aten::empty', 'aten::adaptive_avg_pool2d'), 140.48499999970954, 0.008849433689831866%, 3
('aten::nll_loss', 'aten::nll_loss_forward', 'aten::empty'), 130.41300000010233, 0.00821497808161252%, 3
('aten::nll_loss_backward', 'aten::zeros_like', 'aten::empty_like'), 117.84599999999045, 0.007423357387721093%, 3
('aten::bernoulli_', 'aten::empty', 'aten::div_'), 112.2479999998759, 0.007070728069311335%, 3
('aten::copy_', 'aten::empty', 'aten::mean'), 109.5060000000085, 0.0068980039551611%, 3
('aten::copy_', 'aten::mean', 'aten::sum'), 107.591000000044, 0.006777374240132813%, 3
('aten::transpose', 'aten::as_strided', 'aten::sum'), 99.41299999998591, 0.006262225514531442%, 3
('aten::empty_like', 'aten::empty', 'aten::bernoulli_'), 86.08299999992596, 0.005422541910685955%, 3
('aten::sum', 'aten::empty', 'aten::as_strided'), 85.46099999998114, 0.0053833608753113705%, 6
('aten::as_strided', 'aten::sum', 'aten::empty'), 84.17900000010559, 0.0053026051078679665%, 3
('aten::empty_strided', 'aten::copy_', 'aten::mean'), 80.15099999991071, 0.005048873258172689%, 3
('aten::as_strided', 'aten::fill_', 'aten::div_'), 78.92299999989336, 0.004971519059708159%, 6
('aten::empty', 'aten::bernoulli_', 'aten::empty'), 77.25799999988521, 0.004866637349250297%, 3
('aten::zeros', 'aten::empty', 'aten::zero_'), 76.64400000017167, 0.004827960250036623%, 6
('aten::unsqueeze', 'aten::as_strided', 'aten::expand'), 76.3330000001879, 0.004808369732348616%, 6
('aten::empty', 'aten::mul_', 'aten::to'), 66.20199999993201, 0.004170197595009139%, 2
('aten::nll_loss_forward', 'aten::empty', 'aten::empty'), 61.366000000052736, 0.0038655681945532388%, 3
('aten::empty', 'aten::div_', 'aten::to'), 59.922999999980675, 0.003774670712152332%, 3
('aten::mul', 'aten::empty', 'aten::t'), 56.58300000014424, 0.0035642773710650114%, 3
('aten::zeros_like', 'aten::empty_like', 'aten::empty'), 50.957999999969616, 0.0032099472681575664%, 3
('aten::ones_like', 'aten::empty_like', 'aten::empty_strided'), 47.7390000000305, 0.0030071759612771954%, 3
('aten::resize_', 'aten::ones_like', 'aten::empty_like'), 45.2259999999369, 0.0028488770193017413%, 3
('aten::copy_', 'aten::empty', 'aten::random_'), 44.539000000062515, 0.0028056015027425676%, 3
('aten::as_strided', 'aten::expand', 'aten::as_strided'), 42.39900000017951, 0.0026707985836035564%, 6
('aten::add_', 'aten::zeros', 'aten::empty'), 36.626000000105705, 0.002307145661995142%, 2
('aten::resize_', 'aten::resize_', 'aten::ones_like'), 36.09799999995448, 0.0022738858763270693%, 3
('aten::addcdiv_', 'aten::addcdiv', 'aten::zeros'), 33.00800000008894, 0.0020792405398110917%, 2
('aten::copy_', 'aten::mul', 'aten::empty'), 32.792000000030384, 0.0020656342638561797%, 3
('aten::empty_strided', 'aten::copy_', 'aten::mul'), 32.78499999998894, 0.0020651933197255203%, 3
('aten::zero_', 'aten::mul_', 'aten::to'), 28.277000000001863, 0.001781225301262836%, 1
('aten::empty_strided', 'aten::copy_', 'aten::zeros'), 28.228000000031898, 0.0017781386923683856%, 1
('aten::empty', 'aten::fill_', 'aten::view'), 26.97499999999127, 0.0016992096934450717%, 3
('aten::empty', 'aten::as_strided', 'aten::fill_'), 25.696999999738182, 0.0016187058940510565%, 6
('aten::empty_like', 'aten::empty', 'aten::zero_'), 25.007999999885214, 0.001575304393456647%, 3
('aten::expand', 'aten::as_strided', 'aten::copy_'), 23.307999999946333, 0.0014682179623629046%, 3
('aten::addcdiv', 'aten::zeros', 'aten::empty'), 22.440000000031432, 0.0014135408904902005%, 2
('aten::empty_strided', 'aten::zero_', 'aten::mul_'), 21.35800000000745, 0.0013453835266959866%, 1
('aten::unsqueeze', 'aten::as_strided', 'aten::copy_'), 21.332999999969616, 0.001343808726236286%, 3
('aten::empty_like', 'aten::empty_strided', 'aten::fill_'), 21.317000000111875, 0.001342800853952564%, 3
('aten::as_strided', 'aten::copy_', 'aten::empty'), 20.071000000010827, 0.0012643127991534928%, 3
('aten::empty', 'aten::zero_', 'aten::resize_as_'), 20.015999999901396, 0.001260848238140501%, 3
('aten::unsqueeze', 'aten::as_strided', 'aten::unsqueeze'), 19.015000000072177, 0.0011977932278402646%, 3
('aten::copy_', 'aten::zeros', 'aten::empty'), 15.255000000004657, 0.0009609432390554539%, 1
('aten::empty', 'aten::zeros_like', 'aten::empty_like'), 14.989000000001397, 0.00094418736218939%, 1
('aten::zero_', 'aten::resize_as_', 'aten::resize_'), 14.90799999992305, 0.0009390850087027459%, 3
('aten::view', 'aten::unsqueeze', 'aten::as_strided'), 14.84899999992922, 0.000935368479623865%, 3
('aten::empty', 'aten::expand', 'aten::as_strided'), 13.772999999899184, 0.0008675890679390264%, 3
('aten::view', 'aten::view', 'aten::unsqueeze'), 13.561000000088825, 0.0008542347600729197%, 3
('aten::empty', 'aten::zero_', 'aten::zero_'), 13.098999999958323, 0.000825132447613471%, 2
('aten::empty', 'aten::empty', 'aten::resize_'), 8.16799999999057, 0.0005145188054141914%, 3
('aten::empty', 'aten::resize_', 'aten::resize_'), 7.44899999993504, 0.0004692275442582411%, 3
Total time: 1587502.713999981us
